url,collection_number,title,creator,date_range,extent,language_of_materials,repository,sponsor,abstract,physical_description,total_elements,total_items,total_digitised_items,total_searchable
http://nla.gov.au/nla.obj-244423043/findingaid,MS 6779,Records of the Australian Postgraduate Federation in Medicine,Australian Postgraduate Federation in Medicine,1954-1977,3.64 metres (26 boxes),English,National Library of Australia,,,,265,249,0,1
http://nla.gov.au/nla.obj-340256337/findingaid,"MS 7939, MS Acc05.187",Records of the Australian Publishers Association,Australian Publishers Association,1947-2000,"18.65 metres (44 boxes, 8 cartons, 21 large cartons, 1 small carton)",English,National Library of Australia,,,,104,103,0,1
http://nla.gov.au/nla.obj-255696487/findingaid,MS Acc11.135,Records of the Australian Reproductive Health Alliance,Australian Reproductive Health Alliance,1989-2012,19.85 metres (119 ms boxes + 1 elephant folio item + 1 rolled items box),English,Special Collections (Manuscripts),,,,691,678,0,1
http://nla.gov.au/nla.obj-437059547/findingaid,"MS Acc04.201, Acc09.188, Acc12.134",Records of the Australian Republican Movement,Australian Republican Movement,1990-2006,18.45 metres (81 boxes + 4 cartons + 3 folio boxes + 2 elephant folio packages + 122 sound/av carriers + 7 digital carriers),English,Special Collections (Manuscripts),,,,258,237,47,1
http://nla.gov.au/nla.obj-2203549576/findingaid,MS 7974,Records of the Australian Robotics and Automation Association,Australian Robot Association,1987-2003 (bulk 1987-1989),5.10 metres (34 ms boxes),English,Special Collections (Manuscripts),,,,149,114,0,1
http://nla.gov.au/nla.obj-1797087196/findingaid,MS 10212,Records of the Australian Round Dance Association,Australian Round Dance Association,1970-2017,1.8 metres (12 ms boxes),English,Special Collections (Manuscripts),,,,122,120,0,1
http://nla.gov.au/nla.obj-245626792/findingaid,MS 6098,Records of the Australian School Library Association,Australian School Library Association,1969-1985,9.3 metres (42 boxes + 1 folio + 1 carton),English,National Library of Australia,,,,103,101,0,1
http://nla.gov.au/nla.obj-253353586/findingaid,MS Acc09.150,Records of the Australian Script Centre,Australian Script Centre,1965-2009,9.6 metres (64 ms boxes),English,National Library of Australia,,,,1144,1144,0,1
http://nla.gov.au/nla.obj-340232992/findingaid,MS 7615 et al,Records of the Australian Society for Music Education,Australian Society for Music Education,1963-2007,"10.79 metres (52 boxes, 7 cartons, 4 card drawers)",English,National Library of Australia,,,,151,150,0,1
http://nla.gov.au/nla.obj-243503991/findingaid,"MS 4572, Acc01.218, Acc16.112",Records of the Australian Society of Authors,,1963-c.1999,3.30 metres (16 ms boxes + 5 archives boxes + 94 sound/av carriers + 9 digital carriers),English,Special Collections (Manuscripts),,,,181,173,49,1
http://nla.gov.au/nla.obj-244226401/findingaid,MS 980,Records of the Australian Student Christian Movement,Australian Student Christian Movement,1895-1997,40.95 metres (267 boxes + 2 folio boxes),English,National Library of Australia,,,,1101,1069,0,1
http://nla.gov.au/nla.obj-3084041689/findingaid,MS 9609,Records of the Australian Theatre Ballet,,1954 - 1956,0.06 metres (2 folders),English,Special Collections (Manuscripts),"The National Library of Australia is extremely grateful for the generous support of the Susan and Isaac Wakil Foundation. This has enabled the work of preserving, digitising and publishing this collection.",,,6,6,6,1
http://nla.gov.au/nla.obj-244452878/findingaid,MS 8362,Records of the Australian Underwater Federation,Australian Underwater Federation,1978-1989,7.3 metres (52 boxes),English,National Library of Australia,,,,285,259,0,1
http://nla.gov.au/nla.obj-3114827553/findingaid,"MS 1985, MS Acc10.058, MS Acc12.151",Records of the Australian Women Pilots' Association,Australian Women Pilots' Association,1950 - 2005,3.63 metres (1 folder + 2 folio boxes + 3 map folios),English,Special Collections (Manuscripts),,,,17,14,14,18
http://nla.gov.au/nla.obj-248972077/findingaid,MS 7979,Records of the Australian Youth Orchestra,Australian Youth Orchestra,1948-2012,24.51 metres (118 boxes + 5 cartons + 5 folio boxes + 2 archives boxes + 1 map folio),English,National Library of Australia,,,,455,432,0,1
http://nla.gov.au/nla.obj-420063596/findingaid,MS 7741,Records of the Australian and New Zealand Journal of Sociology,Australian and New Zealand Journal of Sociology,1965-1983,8.55 metres (57 ms boxes),English,Special Collections (Manuscripts),,,,56,49,0,1
http://nla.gov.au/nla.obj-247952478/findingaid,MS Acc10.133,Records of the Ballet Russes in Australia Project,Ballet Russes in Australia,c.1928-c.2010,6.75 metres (33 ms boxes + 3 large folio boxes + 25 digital carriers + 2 sound/av carriers),English,Special Collections (Manuscripts),,,,309,277,2,1
http://nla.gov.au/nla.obj-761671767/findingaid,M2924-M2970,Records of the Bank of England (as filmed by the AJCP),Bank of England,1781 - 1960,391 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,494,414,283,495
http://nla.gov.au/nla.obj-727842554/findingaid,RGO,Records of the Board of Longitude (as filmed by the AJCP),"Board of Longitude, Great Britain",1714 - 1838,57 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contributions of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,60,58,58,61
http://nla.gov.au/nla.obj-743600484/findingaid,BT,Records of the Board of Trade (as filmed by the AJCP),,1784 - April 1956,771 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contributions of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,792,778,778,803
http://nla.gov.au/nla.obj-243624273/findingaid,MS 5579,Records of the British Drama League (Australia),British Drama League (Australia),1937-1977,1.8 metres (12 ms boxes),English,National Library of Australia,,,,244,241,0,1
http://nla.gov.au/nla.obj-836341042/findingaid,M2563 - M2564,Records of the British Medical Association (as filmed by the AJCP),British Medical Association,1914 - 1958,36 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,44,36,36,46
http://nla.gov.au/nla.obj-744685997/findingaid,RAIL,Records of the British Transport Commission (as filmed by AJCP),British Transport Commission: Great Britain,1854 - 1873,3 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contributions of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,6,3,3,7
http://nla.gov.au/nla.obj-770251176/findingaid,M468,Records of the British Women's Emigration Association (as filmed by the AJCP),British Women's Emigration Association,1861 - 1901,6 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,12,11,11,13
http://nla.gov.au/nla.obj-770251818/findingaid,M2476-M2491,Records of the Bryant and May Archives (as filmed by the AJCP),Bryant and May,1879 - 1977,356 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,487,435,433,495
http://nla.gov.au/nla.obj-243005581/findingaid,MS 6022,Records of the Bulletin,Bulletin Newspaper,1901-1928,0.63 metres (1 archives box + 1 medium folio box),English,National Library of Australia,,,,102,102,0,1
http://nla.gov.au/nla.obj-731779290/findingaid,Cab,Records of the Cabinet Office (as filmed by the AJCP),Cabinet Office. Great Britain.,1902 - 1952,36 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contributions of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,44,36,36,45
http://nla.gov.au/nla.obj-252841210/findingaid,MS 1519,Records of the Canberra Choral Society,Canberra Choral Society,1960-1964,0.18 metres (1 archives box),English,National Library of Australia,,,,290,284,0,1
http://nla.gov.au/nla.obj-242401452/findingaid,MS 7538,Records of the Canberra Council for International Students,Canberra Council for International Students,1969-1991,2.55 metres (13 ms boxes + 1 large folio box),English,National Library of Australia,,,,111,102,0,1
http://nla.gov.au/nla.obj-244121163/findingaid,MS 1797,Records of the Canberra Day Celebration Committee,Canberra Day Celebration Committee,1961-1965,1.5 metres (8 boxes),English,National Library of Australia,,,,21,21,0,1
http://nla.gov.au/nla.obj-241434163/findingaid,MS 1751,Records of the Canberra Film Centre,Canberra Film Centre,1928-1963,0.36 metres (2 archive boxes),English,National Library of Australia,,,,19,19,0,1
http://nla.gov.au/nla.obj-735632070/findingaid,C,Records of the Chancery (as filmed by the AJCP),Chancery. Great Britain.,1797 - 1828,2 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created by the National Library of Australia with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,3,2,2,4
http://nla.gov.au/nla.obj-422862403/findingaid,"MS Acc04.277, MS Acc07.126, MS Acc09.141",Records of the Children's Book Council of Australia,Children's Book Council of Australia,1945-2009,10.15 metres (23 boxes + 7 cartons + 2 oversize folio boxes + 1 folio box + 2 elephant folios),English,National Library of Australia,,,,292,246,0,1
http://nla.gov.au/nla.obj-294473709/findingaid,MS 8418,Records of the Children's National Theatre,Children's National Theatre,1938-1968,"0.42 metres (3 boxes, folio item)",English,National Library of Australia,,,,10,10,0,1
http://nla.gov.au/nla.obj-242353967/findingaid,MS 7032,Records of the Christmas Island Staff Association,Christmas Island Staff Association,1976-1982,1.82 metres (13 boxes),English,National Library of Australia,,,,109,99,0,1
http://nla.gov.au/nla.obj-1350490952/findingaid,"M173-M243, M1825-1827",Records of the Church Missionary Society (as filmed by the AJCP),Church Missionary Society,1799 - 1914,384 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,840,676,676,841
http://nla.gov.au/nla.obj-815325080/findingaid,M1551 - M1556; M1864 - M1876,Records of the Church of Scotland (as filmed by the AJCP),Church of Scotland,1848 - 1936,238 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,1887,1641,1641,1910
http://nla.gov.au/nla.obj-728202615/findingaid,CO,Records of the Colonial Office (as filmed by the AJCP),Colonial Office. Great Britain,1714 - 1959,9381 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created by the National Library of Australia with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,12589,12229,9885,153
http://nla.gov.au/nla.obj-242424452/findingaid,MS 7668,Records of the Commission of Inquiry into the Lemonthyme and Southern Forests,Commission of Inquiry into the Lemonthyme and Southern Forests,1987-1988,2.24 metres (16 ms boxes),English,Special Collections (Manuscripts),,,,39,39,0,1
http://nla.gov.au/nla.obj-243037047/findingaid,MS 6160,Records of the Commission of Inquiry into the Viability of the Christmas Island Phosphate Industry (Australia),Commission of Inquiry into the Viability of the Christmas Island Phosphate Industry (Australia),1979-1980,0.36 metres (2 archive boxes),English,National Library of Australia,,,,81,79,0,1
http://nla.gov.au/nla.obj-249175061/findingaid,MS Acc11.131,Records of the Committee for Australia-China Relations,Committee for Australia-China Relations,1972-1989,0.9 metres (6 ms boxes),English,National Library of Australia,,,,27,27,0,1
http://nla.gov.au/nla.obj-243009083/findingaid,MS 6033,Records of the Committee of Inquiry into Education and Training,Committee of Inquiry into Education and Training,1976-1978,2.34 metres (13 archive boxes),English,National Library of Australia,,,,620,620,0,1
http://nla.gov.au/nla.obj-245643431/findingaid,MS 6776,Records of the Commonwealth Games Australia,Commonwealth Games Australia,1978-1982,33.88 metres (424 boxes + 1 folio),English,National Library of Australia,,,,1131,1115,0,1
http://nla.gov.au/nla.obj-243643011/findingaid,MS 5749,Records of the Commonwealth Government Task Force on a National Communications Satellite System,Commonwealth Government Task Force on a National Communications Satellite System,1977-1978,0.72 metres (4 archive boxes),English,National Library of Australia,,,,137,137,9,1
http://nla.gov.au/nla.obj-243082358/findingaid,MS 6497,Records of the Commonwealth Grants Commission (Australia),Commonwealth Grants Commission (Australia),1979-1985,3.45 metres (5 ms boxes + 15 archive boxes),English,National Library of Australia,,,,69,58,0,1
http://nla.gov.au/nla.obj-242757385/findingaid,MS 3651,Records of the Commonwealth Literary Fund,Commonwealth Literary Fund,1960-1973,4.1 metres (18 boxes),English,National Library of Australia,,,,68,68,0,1
http://nla.gov.au/nla.obj-838069709/findingaid,"M413-M416, M577-M579",Records of the Commonwealth and Continental Church Society (as filmed by the AJCP),Commonwealth and Continental Church Society,23 September 1835 - 1955,20 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,20,20,20,21
http://nla.gov.au/nla.obj-243708764/findingaid,MS 3000,Records of the Communist Party of Australia,Communist Party of Australia,1920-1967,2.16 metres (12 archive boxes),English,National Library of Australia,,,,91,91,0,1
http://nla.gov.au/nla.obj-242374146/findingaid,MS 7319,Records of the Confederation of Australian Professional Performing Arts Ltd,Confederation of Australian Professional Performing Arts Ltd,1980-1986,12.74 metres (91 boxes + 2 folios),English,Special Collections (Manuscripts),,,,0,0,0,1
http://nla.gov.au/nla.obj-244254781/findingaid,MS 2673,Records of the Council of Railway Shop Committees (NSW),Council of Railway Shop Committees (NSW),1927-1970,0.54 metres (3 archive boxes),English,National Library of Australia,,,,17,17,0,1
http://nla.gov.au/nla.obj-245100431/findingaid,MS 2707,Records of the Country Women's Association of Australia,Country Women's Association of Australia,"1945-1969, 2003",2 metres (10 boxes),English,National Library of Australia,,,,57,52,0,1
http://nla.gov.au/nla.obj-247993221/findingaid,MS Acc12.153; MS Acc13.081,Records of the Developed Image Gallery,Developed Image Gallery,c. 1980-1985,2.4 metres (16 ms boxes),English,Special Collections (Manuscripts),,,,128,124,0,1
http://nla.gov.au/nla.obj-734990971/findingaid,DO,Records of the Dominions Office (as filmed by the AJCP),Dominions Office. Great Britain.,1697 - 1963,9906 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contributions of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,8960,8936,8931,8962
http://nla.gov.au/nla.obj-761532733/findingaid,M2799,Records of the Durham Light Infantry (68th Regiment) (as filmed by the AJCP),68th Durham Light Infantry,1863 - 1866,6 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,10,6,6,11
http://nla.gov.au/nla.obj-727784689/findingaid,M470-M535,Records of the East India Company (as filmed by the AJCP),East India Company,1726 - 1830,199 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,214,199,199,215
http://nla.gov.au/nla.obj-249125980/findingaid,MS Acc08.164,Records of the Elision Ensemble,Elision Ensemble,1985-2007,14.8 metres (64 ms boxes + 2 large folio boxes + 4 elephant folios),English,National Library of Australia,,,,97,69,0,1
http://nla.gov.au/nla.obj-243696509/findingaid,MS 5952,Records of the English Carpentaria Association,English Carpentaria Association,"1867, 1953-1957",0.18 metres (1 archives box),English,National Library of Australia,,,,22,22,0,1
http://nla.gov.au/nla.obj-838029103/findingaid,M2565,Records of the Eugenics Society (as filmed by the AJCP),Eugenics Society of Great Britain,17 December 1912 - 10 April 1961,25 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,109,85,84,111
http://nla.gov.au/nla.obj-735223485/findingaid,AO,Records of the Exchequer and Audit Department (as filmed by the AJCP),Exchequer and Audit Department. Great Britain.,1765 - 1918,880 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contributions of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,919,864,864,920
http://nla.gov.au/nla.obj-1126142598/findingaid,M1841-M1845,Records of the Fairbridge Society (as filmed by the AJCP),Fairbridge Society,1912 - 1976,22 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,23,22,22,24
http://nla.gov.au/nla.obj-246929172/findingaid,MS 6852,Records of the Federal Parliamentary Labor Party,Federal Parliamentary Labor Party,1906 - 1999,16.49 metres (73 ms boxes + 3 archive boxes + 14 cartons + 1 phase box),English,NLA,,,,237,226,0,1
http://nla.gov.au/nla.obj-247952534/findingaid,MS 9804,Records of the Federated Music Clubs of Australia,Federated Music Clubs of Australia,1928-2011,2.18 metres (17 boxes + 1 folio box),English,National Library of Australia,,,,72,66,0,1
http://nla.gov.au/nla.obj-727924394/findingaid,FO,Records of the Foreign Office (as filmed by the AJCP),Foreign Office. Great Britain,1761 - 1952,5908 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created by the National Library of Australia with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,6581,5928,5927,6590
http://nla.gov.au/nla.obj-450083733/findingaid,MS 10115,Records of the Forgotten Australians and Former Child Migrants,National Library of Australia. Australian Collections and Reader Services. Oral History & Folklore Branch,1945 - 2012,2.7 metres (15 ms boxes + 1 folio box),English,Special Collections (Manuscripts),,,,79,67,0,1
http://nla.gov.au/nla.obj-245669789/findingaid,MS 7031,Records of the Foundation For Youth,"Foundation for Youth (Canberra, ACT)",1970-1981,3.92 metres (28 boxes + 32 folio items + 1 elephant folio),English,National Library of Australia,,,,34,24,0,1
http://nla.gov.au/nla.obj-815336595/findingaid,M1194,Records of the Free Church of Scotland (as filmed by the AJCP),Free Church of Scotland,1851 - 1854,1 item,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,1,1,1,2
http://nla.gov.au/nla.obj-770256354/findingaid,M1682,Records of the Geological Society of London (as filmed by the AJCP),The Geological Society of London,1831 - 1869,4 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,63,58,57,65
http://nla.gov.au/nla.obj-838029332/findingaid,M291-M336A,Records of the German Navy (as filmed by the AJCP),German Navy. Kaiserliche Marine. Marine-Kabinett; Kaiserliche Oberkommando der Marine; Reichsmarine Amt,September 1854 - October 1944,166 items,German,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,169,166,166,170
http://nla.gov.au/nla.obj-247950416/findingaid,MS Acc11.022,Records of the Gippsland Women's Network,Gippsland Women's Network,1994-2006,1.2 metres (8 ms boxes + 24 digital carriers + 1 sound/AV carrier),English,Special Collections (Manuscripts),,,,65,57,0,1
http://nla.gov.au/nla.obj-243697967/findingaid,MS 5973,Records of the Glebe Housing Rehabilitation Project,Glebe Housing Rehabilitation Project,1870-1978,1.74 metres (3 archive boxes + 4 small folio boxes),English,National Library of Australia,,,,6,6,0,1
http://nla.gov.au/nla.obj-414644668/findingaid,"MS 9258, MS Acc09.006","Records of the Harkness Fellowships of the Commonwealth Fund, Australian Division",,1938-1997,8.25 metres (53 boxes + 1 carton + 13 digital carriers),English,Special Collections (Manuscripts),,,,365,354,0,1
http://nla.gov.au/nla.obj-240868102/findingaid,MS 156,Records of the Highlands and Islands Emigration Society,Highlands and Islands Emigration Society,1852-1857,0.45 metres (1 medium folio box),English,National Library of Australia,,,,29,29,0,1
http://nla.gov.au/nla.obj-299845733/findingaid,MS 9153,Records of the Holdsworth Galleries,Holdsworth Galleries,1969-1996,28.6 metres (185 ms boxes + 1 large folio box + 27 sound/av carriers),English,Special Collections (Manuscripts),,,,1208,1201,22,1
http://nla.gov.au/nla.obj-301631826/findingaid,"MS 9358, MS Acc10.082",Records of the Home Economics Institute of Australia,Home Economics Institute of Australia,1994-2001,1.5 metres (10 boxes),English,National Library of Australia,,,,50,46,0,1
http://nla.gov.au/nla.obj-728075871/findingaid,HO,Records of the Home Office (as filmed by the AJCP),Home Office. Great Britain.,1779 - 1882,654 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created by the National Library of Australia with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,1556,1388,1387,1558
http://nla.gov.au/nla.obj-291545218/findingaid,MS 7302,Records of the Hotel Canberra,Hotel Canberra,1924-1972,"0.67 metres (4 boxes, 20 folders, 3 folios)",English,National Library of Australia,,,,24,15,0,1
http://nla.gov.au/nla.obj-234719214/findingaid,MS 7629,Records of the Human Veins Dance Theatre,Human Veins Dance Theatre,1979 - 1988,11.75 metres (58 boxes + 12 folio items + 6 elephant folio items + 41 sound/av carriers),English,Special Collections (Manuscripts),,,,465,450,32,1
http://nla.gov.au/nla.obj-771782615/findingaid,"M2318-M2337, M2436-M2467",Records of the Hydrographic Department (as filmed by the AJCP),The Hydrographic Office of the Admiralty (UK),1787 - 1956,397 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,623,504,504,624
http://nla.gov.au/nla.obj-245456352/findingaid,MS 5275,Records of the Inquiry into the Australian Broadcasting System,Australian Broadcasting System,1976-1977,0.48 metres (19 files),English,National Library of Australia,,,,605,605,0,1
http://nla.gov.au/nla.obj-252387535/findingaid,"MS Acc02.081, MS Acc10.047",Records of the Institute of Cultural Affairs,Institute of Cultural Affairs,1960-2004,23.8 metres (16 boxes + 65 cartons + 1 folio box + 2 packages + 78 sound/av carriers),English,Special Collections (Manuscripts),,,,260,201,48,1
http://nla.gov.au/nla.obj-771795071/findingaid,M1907,Records of the Institute of Physics (as filmed by the AJCP),Institute of Physics,1923 - 1963,17 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,113,93,93,114
http://nla.gov.au/nla.obj-290253695/findingaid,MS 6590 and MS Acc06.084,Records of the Institute of Public Affairs,Institute of Public Affairs,1943-1987,11.04 metres (65 boxes + 6 folio boxes),English,National Library of Australia,,,,555,547,0,1
http://nla.gov.au/nla.obj-257623507/findingaid,"MS 9891, MS Acc12.098","Records of the International Association of Music Libraries, Archives and Documentation Centres, Australian Branch","International Association of Music Libraries, Archives and Documentation Centres. Australian Branch.",1967 - 2007,1.65 metres (12 ms boxes+ 1 sound/av carrier),English,Special Collections (Manuscripts),,,,68,61,0,1
http://nla.gov.au/nla.obj-243698371/findingaid,MS 5977,Records of the International PEN Congress,PEN Organisation,1977,1.67m metres (3 archive boxes + 1 rolled items box + 1 packet),English,Special Collections (Manuscripts),,,,30,30,0,1
http://nla.gov.au/nla.obj-242445214/findingaid,MS 7808,Records of the International Theatre Institute,International Theatre Institute - Australian Centre,1960-1988,8.78 metres (62 boxes + 1 folio),English,National Library of Australia,,,,214,210,0,1
